 ,image,VSI,SSIM,MDSI,FSIM,RFSIM,SR_SIM,SMSE,quality
114,1572.jpg,0.993048721,0.955579081,0.267220338,0.975763322,0.746254653,0.984587558,2.697052481,65
115,871.jpg,0.996864751,0.990152858,0.196473839,0.991353393,0.783016818,0.995845359,2.761954247,85
116,987.jpg,0.999442359,0.996667473,0.129569449,0.998308478,0.962361553,0.999268507,0.754460656,60
117,1087.jpg,0.991138529,0.970068791,0.268265797,0.971862372,0.699282493,0.984207289,0.339959868,60
118,212.jpg,0.99555338,0.981338067,0.211893309,0.991003351,0.772329853,0.992586151,1.224299193,75
119,331.jpg,0.997594171,0.990283695,0.200494106,0.989963325,0.86102947,0.995703592,1.092498117,85
120,1111.jpg,0.991930386,0.954687583,0.256354391,0.970458296,0.575284319,0.985394538,5.157918681,65
121,1180.jpg,0.98865363,0.94642339,0.286223758,0.963870573,0.658787668,0.982254913,2.375780558,60
122,689.jpg,0.987842414,0.968153813,0.259011028,0.978921645,0.704487507,0.978029144,0.793429768,50
123,648.jpg,0.998217426,0.996565727,0.149412265,0.999104524,0.828827332,0.997751699,0.423459053,70
124,1494.jpg,0.99058423,0.94142942,0.285136116,0.970173463,0.589568956,0.981920012,4.992884384,70
125,343.jpg,0.997072746,0.990789602,0.190808946,0.991920265,0.776606818,0.994470597,1.410326052,70
126,396.jpg,0.999945515,0.999866235,0.063065899,0.99994612,0.983390155,0.9998977,0.22248006,90
127,1856.jpg,0.99952282,0.997382015,0.129036113,0.998600958,0.960219459,0.999378631,0.77984251,70
128,1441.jpg,0.992700298,0.964920702,0.261226033,0.975898629,0.711016675,0.98650454,1.424226496,60
129,349.jpg,0.998060608,0.995622518,0.188738707,0.991779571,0.836178184,0.996498871,1.342588884,85
130,1851.jpg,0.999415076,0.996437526,0.134862249,0.998253956,0.944250668,0.999203582,2.178398568,70
131,1773.jpg,0.994296715,0.961213241,0.236103306,0.979823936,0.824226487,0.989808839,2.067165966,70
132,2040.jpg,0.991242733,0.947128239,0.257618856,0.975519296,0.749001672,0.987256434,3.658837312,60
133,395.jpg,0.999746941,0.999368538,0.102344456,0.999840336,0.941081016,0.999595972,0.474662606,65
134,2222.jpg,0.992874861,0.958952787,0.255708489,0.974544606,0.571920968,0.987619999,1.883277974,60
135,757.jpg,0.9967304,0.983255324,0.20514937,0.988797225,0.82716084,0.995861951,1.868311782,60
136,1047.jpg,0.987471549,0.937296051,0.30863049,0.952567258,0.479330907,0.985101774,2.805394873,60
137,1090.jpg,0.999328009,0.996707281,0.146596899,0.99774731,0.924689754,0.999246273,0.392095264,70
138,1478.jpg,0.998136279,0.982181148,0.190289244,0.991426975,0.84774208,0.997156234,0.895113392,50
139,1829.jpg,0.999093755,0.995470134,0.153732629,0.996331087,0.927791475,0.998713131,0.886903491,65
140,1781.jpg,0.994742586,0.974249663,0.238235116,0.981725808,0.804532243,0.992191205,3.013427338,70
141,1291.jpg,0.994641142,0.968386346,0.232309472,0.984246229,0.76609914,0.992724876,3.265952075,60
142,1702.jpg,0.993802055,0.964097395,0.246417508,0.976329348,0.761337566,0.98706845,2.511893079,75
143,1375.jpg,0.991322448,0.962813849,0.256836847,0.965243281,0.484619685,0.979421814,1.564655389,70
144,307.jpg,0.997021518,0.991798587,0.192105063,0.989755155,0.868203165,0.99516312,1.132188429,70
145,74.jpg,0.998394626,0.997335437,0.15364985,0.997453936,0.882232326,0.998646735,0.916134311,90
146,124.jpg,0.998940048,0.997223743,0.137929945,0.998855015,0.884519777,0.997946542,0.280954399,85
147,92.jpg,0.997149784,0.987847998,0.203854404,0.989562705,0.87140956,0.99542655,0.876741134,75
148,1599.jpg,0.997934544,0.994442022,0.194569752,0.99407443,0.84868462,0.996788348,0.392018697,60
149,1424.jpg,0.991148379,0.949117224,0.283790303,0.968036371,0.740324687,0.984702201,4.747978613,60
150,72.jpg,0.992891192,0.973616816,0.245380755,0.974107186,0.503459227,0.989000068,4.746122219,60
151,622.jpg,0.994613279,0.978434522,0.214285594,0.990634887,0.839558691,0.991853242,1.903820384,65
152,2132.jpg,0.980798372,0.967083207,0.278154596,0.974710238,0.571248126,0.986340383,8.245497222,60
153,709.jpg,0.996199437,0.981033916,0.20626027,0.988891055,0.830183246,0.994149413,1.415922416,80
154,488.jpg,0.997678837,0.989287966,0.180955856,0.992647191,0.845208738,0.99643852,0.903796659,70
155,1881.jpg,0.997748203,0.973103316,0.195411159,0.992871401,0.762252141,0.996860726,5.217121122,60
156,590.jpg,0.998764824,0.994886882,0.169471397,0.997512679,0.978267537,0.999014819,0.234425934,90
157,1284.jpg,0.991975891,0.951895768,0.257076643,0.970769806,0.62376217,0.983928195,3.455240423,75
158,823.jpg,1,1,0,1,1,1,0,100
159,1618.jpg,0.988999668,0.949431585,0.279791191,0.969904925,0.516242296,0.98471389,5.484616027,60
160,581.jpg,0.998882279,0.994289319,0.181384197,0.995185815,0.941865977,0.998777233,0.532982463,90
161,2193.jpg,0.999714293,0.998400653,0.11163597,0.999320893,0.972295478,0.999677461,0.462308753,50
162,1419.jpg,0.989380125,0.921582852,0.283293457,0.963711167,0.574003594,0.981693957,3.887192951,65
163,1374.jpg,0.991966829,0.945541612,0.274731653,0.975118965,0.754892127,0.98531079,3.065003272,80
164,795.jpg,0.999252806,0.991891473,0.169257898,0.995350592,0.952020945,0.998852854,0.236148482,90
165,582.jpg,0.997278926,0.993696534,0.176994311,0.994130748,0.846808984,0.99467105,0.725869197,80
166,2094.jpg,0.999049002,0.985044757,0.167024637,0.994191312,0.960636844,0.998621989,3.862857675,55
167,87.jpg,1,1,0,1,1,1,0,100
168,1245.jpg,0.98869208,0.949952112,0.281382591,0.960423336,0.604387551,0.980678179,2.30123383,50
169,408.jpg,0.997454569,0.997537258,0.163959633,0.999344847,0.835726325,0.998242857,0.387894328,70
170,1848.jpg,0.998916255,0.994193534,0.162519058,0.996768058,0.925403616,0.99837389,2.504952397,60
171,1578.jpg,0.988996186,0.917267938,0.286823387,0.959671991,0.523384617,0.980962192,5.544513325,60
172,839.jpg,0.996806902,0.989342282,0.204737397,0.988858089,0.851441128,0.994610438,1.588168868,70
173,608.jpg,0.991318275,0.95715708,0.260243821,0.983040286,0.878173071,0.990518351,1.743266062,60
174,1108.jpg,0.999378209,0.994592556,0.140119592,0.99548819,0.964927695,0.999299917,0.143641471,55
175,739.jpg,0.994045881,0.959879597,0.244645616,0.982645158,0.781744881,0.992053127,3.253302833,60
176,258.jpg,0.997541393,0.993540593,0.188500844,0.995343748,0.792501683,0.997306389,2.047808241,75
177,160.jpg,0.998543372,0.993543466,0.160860767,0.996538493,0.927603016,0.997995916,0.700270761,70
178,878.jpg,0.997615727,0.992102404,0.18761659,0.992864007,0.89729148,0.995284566,0.993918913,70
179,2144.jpg,0.980798372,0.967083207,0.278154596,0.974710238,0.571248126,0.986340383,8.245497222,60
180,78.jpg,0.996650613,0.991088008,0.198709273,0.991835169,0.81750062,0.996036316,1.274358566,70
181,430.jpg,0.998212112,0.994878821,0.153663876,0.998335505,0.809592482,0.996783982,0.69834439,85
182,1910.jpg,0.995080463,0.984652922,0.221468763,0.987913689,0.743565642,0.987327746,1.695073057,60
183,1256.jpg,0.992824987,0.959066883,0.263923929,0.976348432,0.771259578,0.987039046,2.129733445,65
184,1502.jpg,0.992426834,0.951626649,0.263376308,0.967062923,0.635263666,0.98326701,3.993456873,70
185,1431.jpg,0.990710833,0.965343721,0.252497185,0.977793021,0.641171819,0.987678538,3.748369144,60
186,231.jpg,0.993353037,0.982506778,0.20953552,0.994417778,0.638388236,0.988202504,0.830511465,65
187,126.jpg,1,1,0,1,1,1,0,100
188,704.jpg,1,1,0,1,1,1,0,100
189,824.jpg,0.995161144,0.987623576,0.202526551,0.992627834,0.407618173,0.993060177,0.113496291,60
190,1942.jpg,0.993127605,0.964163916,0.234973809,0.979797095,0.651952969,0.99080594,2.681635927,60
191,1662.jpg,0.989666335,0.94517461,0.277914843,0.96888625,0.543098982,0.986126113,5.31634948,60
192,112.jpg,1,1,0,1,1,1,0,100
193,1924.jpg,0.994327053,0.960197995,0.285710125,0.967828384,0.758377876,0.988820481,2.363653965,60
194,1727.jpg,0.993415568,0.955456058,0.255122677,0.973713004,0.688517063,0.986555144,3.461872981,75
195,1383.jpg,0.99081468,0.935370547,0.271343881,0.97237128,0.782346339,0.988838312,2.930345254,80
196,888.jpg,0.993091684,0.988835925,0.218208009,0.991870047,0.778173084,0.990720055,1.805887906,65
197,606.jpg,0.98605705,0.912430239,0.290283492,0.959292021,0.669640636,0.974505185,2.176123654,60
198,1063.jpg,0.997649163,0.988826604,0.221948658,0.987797334,0.834680992,0.993272587,1.462680123,70
199,842.jpg,0.997796073,0.993575418,0.187482983,0.993766005,0.743440564,0.995593855,2.512188383,80
200,117.jpg,1,1,0,1,1,1,0,100
201,2050.jpg,0.994755714,0.982617468,0.199186128,0.978847676,0.526961948,0.993274554,1.525202137,60
202,880.jpg,0.997503011,0.992800633,0.187135348,0.995000064,0.86678332,0.99471706,0.900075626,80
203,1911.jpg,0.998021008,0.992771625,0.187835163,0.992974603,0.900362215,0.996297866,0.547592355,60
204,1191.jpg,0.996841582,0.972782099,0.220099847,0.979852415,0.693973725,0.989205984,1.297201544,60
205,95.jpg,0.993968011,0.977947221,0.230342795,0.991211033,0.694491915,0.990871602,1.092368977,60
206,344.jpg,0.989165973,0.965397453,0.244216912,0.989608533,0.723341432,0.989019956,0.873919366,60
207,1648.jpg,0.986832413,0.941372879,0.297640764,0.959843325,0.618844188,0.9798416,5.701419821,60
208,38.jpg,1,1,0,1,1,1,0,100
209,2000.jpg,0.9936809,0.955949658,0.241507589,0.974097615,0.638665233,0.988095751,3.715924128,60
210,694.jpg,0.995925251,0.990262959,0.191090882,0.995947584,0.71714562,0.993684897,1.27690218,60
211,2046.jpg,0.990344585,0.94118289,0.274641981,0.969601776,0.671970022,0.981934138,0.192660816,55
212,1626.jpg,0.991216661,0.971420524,0.268985861,0.974660425,0.594937218,0.987456276,3.222863005,60
213,367.jpg,0.997615727,0.992102404,0.18761659,0.992864007,0.89729148,0.995284566,0.993918913,70
214,241.jpg,0.997127058,0.990676051,0.178805684,0.994647445,0.849541217,0.996453527,0.708204233,70
215,695.jpg,0.996079791,0.991650192,0.193277141,0.99501788,0.773949397,0.993794244,1.326732768,60
216,305.jpg,0.994423475,0.969867488,0.240608714,0.974547689,0.604280221,0.984155977,1.547516083,60
217,539.jpg,1,1,0,1,1,1,0,100
218,1890.jpg,0.997709412,0.982250342,0.231205283,0.983978785,0.889630248,0.990888324,0.860032482,80
219,390.jpg,0.997491708,0.995366466,0.163047113,0.997719094,0.80512596,0.995028303,0.499689136,60
220,1188.jpg,0.99894338,0.991701133,0.168888137,0.996352282,0.947537305,0.998542755,2.5988745,60
221,1244.jpg,0.986692839,0.929356168,0.290698869,0.952147019,0.355208306,0.976047521,3.60259357,65
222,1708.jpg,0.996073931,0.989265226,0.199748367,0.982768528,0.678145826,0.992754288,1.131231831,60
223,1391.jpg,0.995217999,0.959975403,0.234932602,0.979297218,0.710523979,0.990343561,2.880144105,50
224,2138.jpg,0.980798372,0.967083207,0.278154596,0.974710238,0.571248126,0.986340383,8.245497222,60
225,335.jpg,0.996985403,0.991237941,0.202237996,0.990576677,0.835530928,0.995288457,1.962476476,85
226,2090.jpg,0.993014252,0.98971319,0.200332521,0.965208272,0.606499268,0.988165108,1.158229339,60
227,698.jpg,0.995754162,0.983922719,0.205182855,0.98719122,0.723021769,0.993771407,2.440803877,80
228,337.jpg,0.997057752,0.994600147,0.176772074,0.99642676,0.819578818,0.993534981,0.561685107,75
229,809.jpg,0.991594592,0.982470881,0.232481693,0.982768322,0.621379281,0.988068807,2.031856033,60
230,1698.jpg,0.994668708,0.956584083,0.263425135,0.975838334,0.886740007,0.989862341,1.409289912,80
231,1972.jpg,0.995222822,0.986107348,0.193938875,0.981200079,0.667509707,0.993356035,1.300363929,70
232,1290.jpg,0.987570344,0.943124755,0.287297699,0.959935183,0.545627245,0.977325124,2.945566055,60
233,1425.jpg,0.979564697,0.927567432,0.309849112,0.954779432,0.535369738,0.974400242,2.73186184,55
234,2128.jpg,0.990676626,0.949724651,0.274202011,0.973267245,0.675587139,0.986942425,4.249115178,60
235,1664.jpg,0.99901896,0.994315372,0.168803406,0.997428371,0.865794801,0.998342923,0.14335124,60
236,1791.jpg,0.999849639,0.998450938,0.100224577,0.999396184,0.994836617,0.999808343,0.158652379,50
237,2147.jpg,0.998907417,0.990494109,0.169746124,0.995187127,0.936227376,0.998420793,3.65740193,50
238,917.jpg,1,1,0,1,1,1,0,100
239,995.jpg,0.993093569,0.934951517,0.259407124,0.970392935,0.763381989,0.987231153,2.792956837,50
240,371.jpg,0.997246121,0.992168419,0.193932763,0.99306847,0.868262547,0.995449083,1.443812632,70
241,1059.jpg,0.988399018,0.95254264,0.300141996,0.957615962,0.704967723,0.977438813,2.790841463,50
242,102.jpg,0.997474775,0.994520365,0.181061951,0.995922015,0.865137401,0.995179103,0.77469761,80
243,35.jpg,0.995302469,0.979408722,0.221431889,0.988724024,0.806455802,0.991276828,1.412768254,60
244,1645.jpg,0.998944299,0.989585835,0.158570598,0.995087445,0.900553343,0.998546819,1.517744033,30
245,1489.jpg,0.990125661,0.935452767,0.276857502,0.969087962,0.661968863,0.985757281,4.043809658,60
246,981.jpg,0.994499505,0.971903698,0.242781039,0.980070486,0.761781934,0.990654862,3.690511016,60
247,1944.jpg,0.993875238,0.981371605,0.210312015,0.984257117,0.737169218,0.990833764,1.61159364,60
248,1899.jpg,0.990559603,0.934485316,0.288383243,0.962365698,0.732809347,0.984105192,3.364109766,60
249,889.jpg,0.995824116,0.993508899,0.188235923,0.996233257,0.842210938,0.994066666,1.132113809,70
250,1677.jpg,0.998097821,0.994378137,0.175910857,0.994319098,0.870286495,0.99694382,2.372364092,55
251,1931.jpg,0.986357728,0.97932392,0.244110914,0.939696687,0.54249065,0.982143084,3.624596175,50
252,2082.jpg,0.992009113,0.943203159,0.253942288,0.973835476,0.699031878,0.987392132,4.622413483,60
253,68.jpg,0.984024884,0.944549878,0.290736829,0.950810401,0.589477469,0.974703396,3.142864525,50
254,1184.jpg,0.986662815,0.929648676,0.278374959,0.95999783,0.373930938,0.977441932,3.238395954,55
255,93.jpg,0.997487696,0.993338182,0.182491491,0.993151664,0.788253511,0.996149079,2.47399738,85
256,119.jpg,0.997998873,0.994332024,0.15949938,0.997500912,0.880264733,0.996716571,0.505742732,95
257,551.jpg,0.993347426,0.954676295,0.239144342,0.982586139,0.852993339,0.994958484,1.894879935,60
258,1802.jpg,0.998735012,0.99107366,0.165464016,0.995457634,0.944069473,0.998603911,1.563716709,50
259,452.jpg,1,1,0,1,1,1,0,100
260,707.jpg,1,1,0,1,1,1,0,100
261,2032.jpg,0.99302591,0.962229694,0.246177339,0.978027059,0.750845637,0.988997622,2.327348992,60
262,1459.jpg,0.991895477,0.954945822,0.264293166,0.968261228,0.767062408,0.979300114,2.887352255,55
263,274.jpg,0.999161287,0.998214658,0.137540082,0.999026176,0.942929173,0.99911326,0.25502229,70
264,1787.jpg,0.999863459,0.998548852,0.099094409,0.999480591,0.990119007,0.999775601,0.227372738,75
265,218.jpg,1,1,0,1,1,1,0,100
266,46.jpg,0.993100583,0.978762636,0.233805352,0.977958351,0.579323805,0.987306104,4.613409668,60
267,1745.jpg,0.991590099,0.956929278,0.254060483,0.97622162,0.686163739,0.988298807,4.54911525,70
268,59.jpg,1,1,0,1,1,1,0,100
269,523.jpg,1,1,0,1,1,1,0,100
270,514.jpg,1,1,0,1,1,1,0,100
271,1707.jpg,0.997907325,0.983382385,0.216271299,0.991643217,0.933752917,0.99539548,1.070677583,90
272,595.jpg,0.998004905,0.994442613,0.179773334,0.99640224,0.824759392,0.995443752,0.737892698,80
273,966.jpg,0.994464575,0.991087356,0.216286635,0.995131753,0.756081354,0.992942712,1.447562069,60
274,665.jpg,0.999867693,0.99949979,0.088417443,0.999758843,0.986302653,0.999769807,0.509263779,80
275,2013.jpg,0.991103026,0.967819413,0.246108932,0.975342707,0.503061564,0.986779167,2.227924476,60
276,1591.jpg,0.997116936,0.972641621,0.232607018,0.989015397,0.85699972,0.996050329,1.615856186,90
277,1994.jpg,0.995764096,0.990805498,0.201581671,0.987517345,0.782400468,0.994627789,1.299672912,70
278,578.jpg,0.99746571,0.992617575,0.177546181,0.996107991,0.856325153,0.995548705,1.285289893,80
